1.02,-4.227143514,-3.978215622,-3.64949424,-4.022709027,-4.180784235,-4.148006736,-4.001601166,-3.967112401,-4.17466066,-4.392237215,-4.194610599,-4.595132517,-4.226096735,-4.496147039,-4.334585423,-3.942579483,-4.31695277,-3.647720071,-4.419467754,-4.707217346,-4.534946728,-4.640361164,-4.123656389,-4.639048236,-4.306598375,-4.428898755,-4.241617181
1.021,-4.221858706,-3.963652441,-3.612590277,-4.013372168,-4.181559981,-4.144255219,-3.99647952,-3.962539817,-4.176358271,-4.389466986,-4.184827059,-4.603812755,-4.221634097,-4.508222701,-4.337199686,-3.92850662,-4.323492125,-3.618604839,-4.415225278,-4.719267997,-4.534606982,-4.652852974,-4.109064829,-4.65033134,-4.305849945,-4.434768475,-4.23647138
1.022,-4.216586209,-3.949221397,-3.575469815,-4.004096755,-4.182421375,-4.140593387,-3.991488057,-3.958121978,-4.17815344,-4.38674086,-4.175039336,-4.612608472,-4.217187269,-4.520404543,-4.340020445,-3.914449991,-4.330228318,-3.589646916,-4.411124657,-4.731424186,-4.534270796,-4.665481666,-4.094466412,-4.661765465,-4.305125258,-4.440714725,-4.231405201
1.023,-4.211326383,-3.934925829,-3.538130519,-3.994884003,-4.183369671,-4.137022887,-3.986628737,-3.953861234,-4.18004754,-4.384059657,-4.16524771,-4.621521023,-4.212756634,-4.532693282,-4.343049216,-3.900410951,-4.337162391,-3.560849956,-4.40716804,-4.7436866,-4.533938166,-4.678247842,-4.079861247,-4.673351212,-4.3044248,-4.446738496,-4.226420205
1.024,-4.20607959,-3.920769129,-3.500570019,-3.985735146,-4.184406141,-4.133545395,-3.981903543,-3.949759953,-4.182041959,-4.381424207,-4.155452469,-4.630551777,-4.208342585,-4.545089641,-4.346287512,-3.88639089,-4.344295387,-3.532217641,-4.403357598,-4.756055929,-4.533609084,-4.691152112,-4.065249444,-4.685089191,-4.303749066,-4.452840792,-4.22151798
1.025,-4.200846202,-3.906754734,-3.462785913,-3.976651434,-4.185532072,-4.130162604,-3.977314476,-3.945820529,-4.184138102,-4.378835353,-4.145653909,-4.639702117,-4.203945521,-4.557594348,-4.349736844,-3.872391235,-4.351628347,-3.503753683,-4.399695525,-4.768532874,-4.533283545,-4.704195091,-4.050631116,-4.696980017,-4.303098558,-4.45902263,-4.216700138
1.026,-4.195626595,-3.892886135,-3.424775765,-3.967634137,-4.186748767,-4.126876235,-3.972863562,-3.942045371,-4.186337391,-4.376293951,-4.13585233,-4.648973436,-4.199565846,-4.57020814,-4.353398724,-3.858413449,-4.359162314,-3.475461821,-4.396184032,-4.781118137,-4.532961543,-4.717377401,-4.036006377,-4.709024311,-4.302473792,-4.465285042,-4.211968316
1.027,-4.19042115,-3.879166867,-3.386537107,-3.958684545,-4.188057545,-4.123688033,-3.968552845,-3.938436913,-4.188641267,-4.373800871,-4.12604804,-4.658367139,-4.195203974,-4.582931758,-4.357274659,-3.84445903,-4.36689833,-3.447345822,-4.392825353,-4.79381243,-4.53264307,-4.73069967,-4.021375347,-4.721222701,-4.301875289,-4.471629073,-4.207324177
1.028,-4.185230258,-3.86560052,-3.348067434,-3.949803963,-4.189459742,-4.120599766,-3.96438439,-3.93499761,-4.191051185,-4.371356996,-4.116241353,-4.667884644,-4.190860322,-4.595765951,-4.361366156,-3.830529518,-4.374837435,-3.419409478,-4.389621742,-4.806616469,-4.532328121,-4.74416253,-4.006738146,-4.73357582,-4.301303582,-4.47805578,-4.202769412
1.029,-4.180054314,-3.85219073,-3.309364209,-3.940993719,-4.190956708,-4.117613226,-3.960360283,-3.931729934,-4.193568619,-4.368963222,-4.106432593,-4.677527381,-4.186535317,-4.608711473,-4.365674719,-3.816626488,-4.382980674,-3.391656605,-4.386575475,-4.819530977,-4.53201669,-4.757766624,-3.992094897,-4.746084308,-4.300759212,-4.484566237,-4.198305734
